author_id,author_nickname,author_signature,author_uniqueId,desc,music_album,music_authorName,authorStats_followerCount,authorStats_followingCount,authorStats_heart,authorStats_videoCount,stats_commentCount,stats_playCount,statsV2_commentCount,statsV2_diggCount,statsV2_playCount
6997795733713945606,KysgoInmobiliaria,"Somos cómplices en la búsqueda de tu inmueble ideal
📍Piura-Perú🇵🇪
📲960728349",kysgoinmobiliaria,¿Te animarías a vivir aqui? #inmobiliaria #realestate #bienesraices #venta #inmuebles #casa #parati #home #forypupage #inversion ,Takin' It Back,Meghan Trainor,666700,0,7500000,76,4955,9100000,4955,305870,9107696
7187937759679513606,Agente.Loany,"Casas en Ecuador 🇪🇨 
Escríbeme a WhatsApp👇🏻
099 6770 191",agente.loany.sd,Esta hermosa casa a un precio de remate 😍 #n #arquitectura #hogar #realestate #venta #inmuebles #home #casa #decoracion ,重要的人要放在心里,阿吉野马,153700,249,1900000,118,7416,7100000,7416,292314,7062222
6997795733713945606,KysgoInmobiliaria,"Somos cómplices en la búsqueda de tu inmueble ideal
📍Piura-Perú🇵🇪
📲960728349",kysgoinmobiliaria,Respuesta a @Mariselis Reynoso Es Que ese sueño se haga realidad 🥳🥰 #casa #realestate #bienesraices #inmobiliaria #peru #venta #parati #inmuebles #inversion ,As It Was,Harry Styles,666700,0,7500000,76,3741,5200000,3741,287750,5211145
6840830394742457350,Sergio Puente,"CONSTRUYENDO TU FUTURO FINANCIERO
🇲🇽 🔜 𝗔𝗚𝗘𝗡𝗗𝗔 𝗧𝗨 𝗖𝗜𝗧𝗔👇💵",spuentecoach,HERENCIA #rendimiento #herencia #intereses #patrimonio #finanzaspersonales    #casas #inmuebles #dinero #renta #compra #venta #inversiones #inversion #invertir #hijos #padres #familia,Money,Shaq Rayes,258000,157,1400000,940,3822,2800000,3822,269982,2834871
7087063872566395910,Elihu | Asesor inmobiliario,"✨Elihu Morales✨Asesor inmobiliario 🏘️
📱 +52 228 501 9825
📍Xalapa, Ver.",tuasesorinmobiliariomx,Acabados por terminar 👀.                  Más información al 2281040678 #tuasesorinmobiliario #casaenventa #viviendasegura #xalapa #xalapaveracruz #xalapaveracruzmexico🇲🇽 #casaenventaxalapa #hogarenventa #inmuebles #bienesraices #realestate #propiedadenventa #oportunidadinmobiliaria ,It Started With Doo Wop,Thurston Harris & the Sharps,22200,123,891900,43,1605,3900000,1605,268092,3879801
7087063872566395910,Elihu | Asesor inmobiliario,"✨Elihu Morales✨Asesor inmobiliario 🏘️
📱 +52 228 501 9825
📍Xalapa, Ver.",tuasesorinmobiliariomx,Más información al 2281040678 #tuasesorinmobiliario #casaenventa #viviendasegura #xalapa #xalapaveracruz #casaenventaxalapa #hogarenventa #inmuebles #bienesraices #realestate #propiedadenventa #oportunidadinmobiliaria ,Sunshine,WIRA,22200,123,891900,43,1719,3700000,1719,257081,3713023
6961480166401541125,Bienesraicesmexico,"Venta , Compra , Renta de Inmuebles , 𝑖𝑛𝑓𝑜𝑟𝑚𝑎𝑐𝑖𝑜́𝑛 
👇🏼ᴡʜᴀᴛsᴀᴘᴘ👇🏼",bienesraicesmexico,#inmuebles #bienesraices #ojodeagua #tecamac #🏠 #realestatehacks #casasenventa #bienesraicesmexico #ventadecasas #realestate #realestateagent #fypシ,,BiologiaDesdeCero,62900,63,665300,234,1578,3900000,1578,254315,3888199
7005687794527093766,MueblesIndustrial,"Aprende Carpintería y Muebles Melamina😃
👇🏼Info de Nuestro Curso Online👇🏼",mueblesindustrial,#trucos #muebles #madera #inmuebles #carpinteria #fypシ,,MueblesIndustrial,41100,70,290600,150,370,3100000,370,241509,3107124
7187937759679513606,Agente.Loany,"Casas en Ecuador 🇪🇨 
Escríbeme a WhatsApp👇🏻
099 6770 191",agente.loany.sd,Por fin una de las casas más solicitadas 🙌🏻 #n #arquitectura #hogar #realestate #venta #inmuebles #home #decoracion #casa,Moonlight,Villano,153700,249,1900000,118,1739,9100000,1739,250179,9052638
6843570452327285765,Safe Toc Bienes Raíces 🇲🇽,Te enseño sobre Bienes Raíces 🏡🇲🇽,safetoc,¿Con quién comprarías uno? #badbunny🐰 #badbunnyconcert #estadioazteca #inmuebles #asesorainmobiliaria,Yonaguni,Bad Bunny,194600,86,4300000,332,5972,5500000,5972,236821,5509674
6710314668831900678,GET HOUSE PERÚ,"Somos de *PIURA* 📲 965038266 😉
Sigue nuestras redes como  GET HOUSE PERU",gethouseperu,"Mira lo que puedes comprar con 169 mil dólares, una hermosa casa de estreno. #home #casasenventa #realstate #bienesraices #inmuebles #inmobiliaria #inversión #Miraflores ",FIRST LOVE,Oscar Ortiz & Edgardo Nuñez,156000,585,894400,195,7693,8400000,7693,237713,8396815
7023545528559010822,FIVT The Real Estate,"Revolucionando el mundo inmobiliario 💎
📍 Querétaro | Mérida
YouTube ⬇️",fivt.mx,Casa Carlota es una joya inmobiliaria que te invita a disfrutar de una vida llena de elegancia y bienestar. No pierdas la oportunidad de conocer esta propiedad excepcional.  #inmobiliaria #bienesraicesmexico #bienesraices #realestate #luxury #luxuryhomes #lujo #casasdelujo #casaenventa #ventadeinmuebles #inmuebles #casa #luxuryhomes #queretaro #qro,LA VIDA ES UNA,Myke Towers,25900,7,410100,585,626,2000000,626,235692,2027441
6843570452327285765,Safe Toc Bienes Raíces 🇲🇽,Te enseño sobre Bienes Raíces 🏡🇲🇽,safetoc,¿Ahora cuál evaluamos? #cdmx #casa #kimberly #mansion #lujo #inmuebles #asesorainmobiliaria #locuentoentiktok,Apaga la Luz,Kim Loaiza,194600,86,4300000,332,1161,2100000,1161,231890,2071617
7350419395640820741,Estefania Cardenas,Yo me dedico al marketing (del honesto) y a los negocios. Escribí un libro 🫶🏻,estefania.cardena7,Te cuento como hice mi patrimonio. Sí se puede!! #inmuebles #negocio #real #patrimonio ,,Estefania Cardenas,51300,2,353900,53,2514,2800000,2514,223800,2803466
7009456637904864262,LilyJayerRealEstate,"¡Hola!Te guió en cada paso hacia tu próximo hogar.
Casas, terrenos y más.🏡",realestatelilyjayer,Losa vengers ☠️🐓💅⚡️🇺🇸  #construction #arquitectura #ingenieria #albañilesmexicanos #albañiles #casa #inmuebles #yucatan #bienesraices #mexico🇲🇽 #casaenventa #gracioso #fypシ ,,Tansa,19700,995,404200,52,1666,2200000,1666,220020,2232112
6935252146599281670,inmueblennial,"📈 ¿Cómo se compra un inmueble?🏡
👇🏽Ya llegaste, este es tu lugar🏢
📍🇲🇽",inmueblennial,"una vez ignoré a un heredero príncipe Nigeriano, no me vuelve a pasar 😢😂#humor #viernes #dojacat #inmuebles ",Relaxing Ocean Waves,Ocean Sounds & Sea Waves Sounds & Ocean Waves,152000,492,1200000,776,352,2900000,352,219305,2894752
6786503890008818693,Lorena Del Angel,"Reserva ya ☎️ 56-3236-5793
  🇲🇽 León GTO 20 Abril 🇲🇽",lorenadelangelmx,Donación de propiedades con Usufruto vitalicio — Quieres saber mas ? #donación #inmuebles #casas #terrenos #usufructo #nuera #suegra #casa #propiedades #esposas #amantes #concubinas ,,Lorena Del Angel,124300,820,1100000,1834,6548,8400000,6548,218680,8433091
6850150904483431429,Inmobiliaria Marez,"Constructora e Inmobiliaria ubicada en Lomas de Cocoyoc, Mor🇲🇽

📱(777)3746648",marezcorp,"CASA EN VENTA CON CANCHA DE TENIS🎾 Alberca, doble altura, estacionamiento para 10 autos, aire acondicionado, gimnasio y gran jardín 🤩🌴 en Lomas de Cocoyoc🌷 agenda tu cita y ven a conocerla #lomasdecocoyoc #cocoyoc #cocoyocmorelos #casasenventa #casaenventa #virtualtour #propiedades #inmuebles #bienesraices #bienesraicesmexico #casasdelujo #canchadetenis #tenis ",Aesthetic,Tollan Kim,46600,2,596200,381,2145,1900000,2145,215478,1916866
